latitude,longitude,SPI
14.875,73.625,NaN
14.875,73.875,NaN
14.875,74.125,6.164007664
14.875,74.375,4.619504929
14.875,74.625,4.162535191
14.875,74.875,3.732224464
14.875,75.125,3.233365536
14.875,75.375,2.850432873
14.875,75.625,2.972174406
14.875,75.875,3.122319221
14.875,76.125,2.831792355
14.875,76.375,2.906475067
14.875,76.625,2.850353241
14.875,76.875,2.666379929
14.875,77.125,2.563796759
14.875,77.375,2.329829693
14.875,77.625,2.5422616
14.875,77.875,2.254769564
14.875,78.125,2.018009424
14.875,78.375,2.620415211
14.875,78.625,3.274604321
14.875,78.875,3.279524803
14.875,79.125,3.110183954
14.875,79.375,3.061612844
14.875,79.625,2.778114557
14.875,79.875,3.148288727
14.875,80.125,NaN
14.875,80.375,NaN
14.875,80.625,NaN
14.875,80.875,NaN
14.875,81.125,NaN
14.875,81.375,NaN
14.875,81.625,NaN
14.875,81.875,NaN
14.875,82.125,NaN
14.875,82.375,NaN
14.875,82.625,NaN
14.875,82.875,NaN
14.875,83.125,NaN
14.875,83.375,NaN
14.875,83.625,NaN
14.875,83.875,NaN
14.875,84.125,NaN
14.875,84.375,NaN
14.875,84.625,NaN
14.875,84.875,NaN
14.875,85.125,NaN
14.875,85.375,NaN
14.875,85.625,NaN
14.875,85.875,NaN
14.875,86.125,NaN
14.875,86.375,NaN
14.875,86.625,NaN
14.875,86.875,NaN
14.875,87.125,NaN
14.875,87.375,NaN
14.875,87.625,NaN
14.875,87.875,NaN
14.875,88.125,NaN
14.875,88.375,NaN
14.875,88.625,NaN
14.875,88.875,NaN
14.875,89.125,NaN
14.875,89.375,NaN
14.875,89.625,NaN
14.875,89.875,NaN
14.875,90.125,NaN
14.875,90.375,NaN
14.875,90.625,NaN
14.875,90.875,NaN
14.875,91.125,NaN
14.875,91.375,NaN
14.875,91.625,NaN
14.875,91.875,NaN
14.875,92.125,NaN
14.875,92.375,NaN
14.875,92.625,NaN
14.875,92.875,NaN
14.875,93.125,NaN
14.875,93.375,NaN
14.875,93.625,NaN
14.875,93.875,NaN
14.875,94.125,NaN
14.875,94.375,NaN
14.875,94.625,NaN
14.875,94.875,NaN
14.875,95.125,NaN
14.875,95.375,NaN
14.875,95.625,NaN
14.875,95.875,NaN
14.875,96.125,NaN
14.875,96.375,NaN
14.875,96.625,NaN
14.875,96.875,NaN
14.875,97.125,NaN
14.875,97.375,NaN
14.875,97.625,NaN
14.875,97.875,4.136872292
14.875,98.125,4.165729046
14.875,98.375,4.094482422
14.875,98.625,4.744637966
14.875,98.875,3.875349522
14.875,99.125,4.191682816
14.875,99.375,3.75640583
14.875,99.625,3.646791935
14.875,99.875,3.477027655
14.875,100.125,3.477274418
14.875,100.375,3.254409552
14.875,100.625,3.27481389
14.875,100.875,3.5529356
15.125,65.125,NaN
15.125,65.375,NaN
15.125,65.625,NaN
15.125,65.875,NaN
15.125,66.125,NaN
15.125,66.375,NaN
15.125,66.625,NaN
15.125,66.875,NaN
15.125,67.125,NaN
15.125,67.375,NaN
15.125,67.625,NaN
15.125,67.875,NaN
15.125,68.125,NaN
15.125,68.375,NaN
15.125,68.625,NaN
15.125,68.875,NaN
15.125,69.125,NaN
15.125,69.375,NaN
15.125,69.625,NaN
15.125,69.875,NaN
15.125,70.125,NaN
15.125,70.375,NaN
15.125,70.625,NaN
15.125,70.875,NaN
15.125,71.125,NaN
15.125,71.375,NaN
15.125,71.625,NaN
15.125,71.875,NaN
15.125,72.125,NaN
15.125,72.375,NaN
15.125,72.625,NaN
15.125,72.875,NaN
15.125,73.125,NaN
15.125,73.375,NaN
15.125,73.625,NaN
15.125,73.875,NaN
15.125,74.125,4.218341351
15.125,74.375,4.018303394
15.125,74.625,3.984576464
15.125,74.875,3.467773199
15.125,75.125,3.001960039
15.125,75.375,2.54766345
15.125,75.625,2.760959387
15.125,75.875,2.018432379
15.125,76.125,3.893766403
15.125,76.375,3.521193981
15.125,76.625,3.0981071
15.125,76.875,3.070400953
15.125,77.125,2.394306421
15.125,77.375,2.222844601
15.125,77.625,2.295516729
15.125,77.875,2.119674444
15.125,78.125,2.465802193
15.125,78.375,2.659758806
15.125,78.625,3.260107517
15.125,78.875,3.259836435
15.125,79.125,3.025277615
15.125,79.375,3.06748867
15.125,79.625,2.963375807
15.125,79.875,3.47482276
15.125,80.125,NaN
15.125,80.375,NaN
15.125,80.625,NaN
15.125,80.875,NaN
15.125,81.125,NaN
15.125,81.375,NaN
15.125,81.625,NaN
15.125,81.875,NaN
15.125,82.125,NaN
15.125,82.375,NaN
15.125,82.625,NaN
15.125,82.875,NaN
15.125,83.125,NaN
15.125,83.375,NaN
15.125,83.625,NaN
15.125,83.875,NaN
15.125,84.125,NaN
15.125,84.375,NaN
15.125,84.625,NaN
15.125,84.875,NaN
15.125,85.125,NaN
15.125,85.375,NaN
15.125,85.625,NaN
15.125,85.875,NaN
15.125,86.125,NaN
15.125,86.375,NaN
15.125,86.625,NaN
15.125,86.875,NaN
15.125,87.125,NaN
15.125,87.375,NaN
15.125,87.625,NaN
15.125,87.875,NaN
15.125,88.125,NaN
15.125,88.375,NaN
15.125,88.625,NaN
15.125,88.875,NaN
15.125,89.125,NaN
15.125,89.375,NaN
15.125,89.625,NaN
15.125,89.875,NaN
15.125,90.125,NaN
15.125,90.375,NaN
15.125,90.625,NaN
15.125,90.875,NaN
15.125,91.125,NaN
15.125,91.375,NaN
15.125,91.625,NaN
15.125,91.875,NaN
15.125,92.125,NaN
15.125,92.375,NaN
15.125,92.625,NaN
15.125,92.875,NaN
15.125,93.125,NaN
15.125,93.375,NaN
15.125,93.625,NaN
15.125,93.875,NaN
15.125,94.125,NaN
15.125,94.375,NaN
15.125,94.625,NaN
15.125,94.875,NaN
15.125,95.125,NaN
15.125,95.375,NaN
15.125,95.625,NaN
15.125,95.875,NaN
15.125,96.125,NaN
15.125,96.375,NaN
15.125,96.625,NaN
15.125,96.875,NaN
15.125,97.125,NaN
15.125,97.375,NaN
15.125,97.625,NaN
15.125,97.875,3.825142145
15.125,98.125,3.856410027
15.125,98.375,3.902055502
15.125,98.625,4.46003437
15.125,98.875,3.881717443
15.125,99.125,4.226378441
15.125,99.375,3.930017233
15.125,99.625,3.75442791
15.125,99.875,3.584901333
15.125,100.125,3.458713055
15.125,100.375,3.356579542
15.125,100.625,3.159639835
15.125,100.875,3.280823231
15.375,65.125,NaN
15.375,65.375,NaN
15.375,65.625,NaN
15.375,65.875,NaN
15.375,66.125,NaN
15.375,66.375,NaN
15.375,66.625,NaN
15.375,66.875,NaN
15.375,67.125,NaN
15.375,67.375,NaN
15.375,67.625,NaN
15.375,67.875,NaN
15.375,68.125,NaN
15.375,68.375,NaN
15.375,68.625,NaN
15.375,68.875,NaN
15.375,69.125,NaN
15.375,69.375,NaN
15.375,69.625,NaN
15.375,69.875,NaN
15.375,70.125,NaN
15.375,70.375,NaN
15.375,70.625,NaN
15.375,70.875,NaN
15.375,71.125,NaN
15.375,71.375,NaN
15.375,71.625,NaN
15.375,71.875,NaN
15.375,72.125,NaN
15.375,72.375,NaN
15.375,72.625,NaN
15.375,72.875,NaN
15.375,73.125,NaN
15.375,73.375,NaN
15.375,73.625,7.436935902
15.375,73.875,6.462443352
15.375,74.125,4.21044302
15.375,74.375,4.02692318
15.375,74.625,3.749474287
15.375,74.875,3.280942917
15.375,75.125,2.682014465
15.375,75.375,2.384834051
15.375,75.625,2.277220488
15.375,75.875,2.219273806
15.375,76.125,2.531477451
15.375,76.375,3.209612608
15.375,76.625,3.398263693
15.375,76.875,3.115651608
15.375,77.125,2.289284468
15.375,77.375,2.149495602
15.375,77.625,2.189020634
15.375,77.875,2.411269188
15.375,78.125,2.392613173
15.375,78.375,2.840331554
15.375,78.625,3.428245306
15.375,78.875,3.133521795
15.375,79.125,2.428917646
15.375,79.375,2.541850805
15.375,79.625,2.763503313
15.375,79.875,3.320753813
15.375,80.125,NaN
15.375,80.375,NaN
15.375,80.625,NaN
15.375,80.875,NaN
15.375,81.125,NaN
15.375,81.375,NaN
15.375,81.625,NaN
15.375,81.875,NaN
15.375,82.125,NaN
15.375,82.375,NaN
15.375,82.625,NaN
15.375,82.875,NaN
15.375,83.125,NaN
15.375,83.375,NaN
15.375,83.625,NaN
15.375,83.875,NaN
15.375,84.125,NaN
15.375,84.375,NaN
15.375,84.625,NaN
15.375,84.875,NaN
15.375,85.125,NaN
15.375,85.375,NaN
15.375,85.625,NaN
15.375,85.875,NaN
15.375,86.125,NaN
15.375,86.375,NaN
15.375,86.625,NaN
15.375,86.875,NaN
15.375,87.125,NaN
15.375,87.375,NaN
15.375,87.625,NaN
15.375,87.875,NaN
15.375,88.125,NaN
15.375,88.375,NaN
15.375,88.625,NaN
15.375,88.875,NaN
15.375,89.125,NaN
15.375,89.375,NaN
15.375,89.625,NaN
15.375,89.875,NaN
15.375,90.125,NaN
15.375,90.375,NaN
15.375,90.625,NaN
15.375,90.875,NaN
15.375,91.125,NaN
15.375,91.375,NaN
15.375,91.625,NaN
15.375,91.875,NaN
15.375,92.125,NaN
15.375,92.375,NaN
15.375,92.625,NaN
15.375,92.875,NaN
15.375,93.125,NaN
15.375,93.375,NaN
15.375,93.625,NaN
15.375,93.875,NaN
15.375,94.125,NaN
15.375,94.375,NaN
15.375,94.625,NaN
15.375,94.875,NaN
15.375,95.125,NaN
15.375,95.375,NaN
15.375,95.625,NaN
15.375,95.875,NaN
15.375,96.125,NaN
15.375,96.375,NaN
15.375,96.625,NaN
15.375,96.875,NaN
15.375,97.125,NaN
15.375,97.375,NaN
15.375,97.625,NaN
15.375,97.875,3.87691617
15.375,98.125,3.750039339
15.375,98.375,4.09806633
15.375,98.625,4.075676441
15.375,98.875,4.267459869
15.375,99.125,4.27317524
15.375,99.375,3.883765697
15.375,99.625,3.710232258
15.375,99.875,3.5695467
15.375,100.125,3.548215389
15.375,100.375,3.500104427
15.375,100.625,3.264801264
15.375,100.875,3.460668802
15.625,65.125,NaN
15.625,65.375,NaN
15.625,65.625,NaN
15.625,65.875,NaN
15.625,66.125,NaN
15.625,66.375,NaN
15.625,66.625,NaN
15.625,66.875,NaN
15.625,67.125,NaN
15.625,67.375,NaN
15.625,67.625,NaN
15.625,67.875,NaN
15.625,68.125,NaN
15.625,68.375,NaN
15.625,68.625,NaN
15.625,68.875,NaN
15.625,69.125,NaN
15.625,69.375,NaN
15.625,69.625,NaN
15.625,69.875,NaN
15.625,70.125,NaN
15.625,70.375,NaN
15.625,70.625,NaN
15.625,70.875,NaN
15.625,71.125,NaN
15.625,71.375,NaN
15.625,71.625,NaN
15.625,71.875,NaN
15.625,72.125,NaN
15.625,72.375,NaN
15.625,72.625,NaN
15.625,72.875,NaN
15.625,73.125,NaN
15.625,73.375,NaN
15.625,73.625,7.188009739
15.625,73.875,4.113623619
15.625,74.125,3.880967379
15.625,74.375,3.53110528
15.625,74.625,3.514719486
15.625,74.875,3.236683369
15.625,75.125,2.759462357
15.625,75.375,2.351344347
15.625,75.625,2.227488518
15.625,75.875,2.373877525
15.625,76.125,2.511370659
15.625,76.375,2.464114666
15.625,76.625,2.74708724
15.625,76.875,2.830092907
15.625,77.125,2.461378336
15.625,77.375,2.350958824
15.625,77.625,2.631940603
15.625,77.875,2.307896137
15.625,78.125,2.185694456
15.625,78.375,2.963391542
15.625,78.625,3.655727386
15.625,78.875,3.149006367
15.625,79.125,2.374934673
15.625,79.375,2.38619709
15.625,79.625,2.903246641
15.625,79.875,3.117367029
15.625,80.125,2.8942132
15.625,80.375,7.834522247
15.625,80.625,8.329070091
15.625,80.875,8.381454468
15.625,81.125,8.410245895
15.625,81.375,8.454556465
15.625,81.625,NaN
15.625,81.875,NaN
15.625,82.125,NaN
15.625,82.375,NaN
15.625,82.625,NaN
15.625,82.875,NaN
15.625,83.125,NaN
15.625,83.375,NaN
15.625,83.625,NaN
15.625,83.875,NaN
15.625,84.125,NaN
15.625,84.375,NaN
15.625,84.625,NaN
15.625,84.875,NaN
15.625,85.125,NaN
15.625,85.375,NaN
15.625,85.625,NaN
15.625,85.875,NaN
15.625,86.125,NaN
15.625,86.375,NaN
15.625,86.625,NaN
15.625,86.875,NaN
15.625,87.125,NaN
15.625,87.375,NaN
15.625,87.625,NaN
15.625,87.875,NaN
15.625,88.125,NaN
15.625,88.375,NaN
15.625,88.625,NaN
15.625,88.875,NaN
15.625,89.125,NaN
15.625,89.375,NaN
15.625,89.625,NaN
15.625,89.875,NaN
15.625,90.125,NaN
15.625,90.375,NaN
15.625,90.625,NaN
15.625,90.875,NaN
15.625,91.125,NaN
15.625,91.375,NaN
15.625,91.625,NaN
15.625,91.875,NaN
15.625,92.125,NaN
15.625,92.375,NaN
15.625,92.625,NaN
15.625,92.875,NaN
15.625,93.125,NaN
15.625,93.375,NaN
15.625,93.625,NaN
15.625,93.875,NaN
15.625,94.125,NaN
15.625,94.375,5.681409359
15.625,94.625,4.896030903
15.625,94.875,4.636565685
15.625,95.125,NaN
15.625,95.375,4.259073257
15.625,95.625,4.446904659
15.625,95.875,NaN
15.625,96.125,NaN
15.625,96.375,NaN
15.625,96.625,NaN
15.625,96.875,NaN
15.625,97.125,NaN
15.625,97.375,NaN
15.625,97.625,NaN
15.625,97.875,3.640972376
15.625,98.125,3.361891508
15.625,98.375,3.826356888
15.625,98.625,4.219137669
15.625,98.875,4.11311245
15.625,99.125,4.312629223
15.625,99.375,3.920576334
15.625,99.625,3.759587288
15.625,99.875,3.603969574
15.625,100.125,3.756064653
15.625,100.375,3.567974567
15.625,100.625,3.396502733
15.625,100.875,3.543254852
15.875,65.125,NaN
15.875,65.375,NaN
15.875,65.625,NaN
15.875,65.875,NaN
15.875,66.125,NaN
15.875,66.375,NaN
15.875,66.625,NaN
15.875,66.875,NaN
15.875,67.125,NaN
15.875,67.375,NaN
15.875,67.625,NaN
15.875,67.875,NaN
15.875,68.125,NaN
15.875,68.375,NaN
15.875,68.625,NaN
15.875,68.875,NaN
15.875,69.125,NaN
15.875,69.375,NaN
15.875,69.625,NaN
15.875,69.875,NaN
15.875,70.125,NaN
15.875,70.375,NaN
15.875,70.625,NaN
15.875,70.875,NaN
15.875,71.125,NaN
15.875,71.375,NaN
15.875,71.625,NaN
15.875,71.875,NaN
15.875,72.125,NaN
15.875,72.375,NaN
15.875,72.625,NaN
15.875,72.875,NaN
15.875,73.125,NaN
15.875,73.375,NaN
15.875,73.625,5.573149681
15.875,73.875,4.023970604
15.875,74.125,3.484812021
15.875,74.375,3.623280048
15.875,74.625,3.371416569
15.875,74.875,3.045840502
15.875,75.125,3.028608561
15.875,75.375,2.813425779
15.875,75.625,2.56574297
15.875,75.875,2.555454254
15.875,76.125,2.454223156
15.875,76.375,2.457623959
15.875,76.625,2.520101309
15.875,76.875,2.671033859
15.875,77.125,2.285623312
15.875,77.375,2.119440079
15.875,77.625,2.110802412
15.875,77.875,2.229624271
15.875,78.125,2.415887356
15.875,78.375,3.340695143
15.875,78.625,2.913759708
15.875,78.875,3.299735069
15.875,79.125,3.139992476
15.875,79.375,2.56524229
15.875,79.625,3.142161846
15.875,79.875,3.254229069
15.875,80.125,2.540314674
15.875,80.375,2.81990242
15.875,80.625,6.4179492
15.875,80.875,3.95167613
15.875,81.125,7.969407082
15.875,81.375,8.382343292
15.875,81.625,NaN
15.875,81.875,NaN
15.875,82.125,NaN
15.875,82.375,NaN
15.875,82.625,NaN
15.875,82.875,NaN
15.875,83.125,NaN
15.875,83.375,NaN
15.875,83.625,NaN
15.875,83.875,NaN
15.875,84.125,NaN
15.875,84.375,NaN
15.875,84.625,NaN
15.875,84.875,NaN
15.875,85.125,NaN
15.875,85.375,NaN
15.875,85.625,NaN
15.875,85.875,NaN
15.875,86.125,NaN
15.875,86.375,NaN
15.875,86.625,NaN
15.875,86.875,NaN
15.875,87.125,NaN
15.875,87.375,NaN
15.875,87.625,NaN
15.875,87.875,NaN
15.875,88.125,NaN
15.875,88.375,NaN
15.875,88.625,NaN
15.875,88.875,NaN
15.875,89.125,NaN
15.875,89.375,NaN
15.875,89.625,NaN
15.875,89.875,NaN
15.875,90.125,NaN
15.875,90.375,NaN
15.875,90.625,NaN
15.875,90.875,NaN
15.875,91.125,NaN
15.875,91.375,NaN
15.875,91.625,NaN
15.875,91.875,NaN
15.875,92.125,NaN
15.875,92.375,NaN
15.875,92.625,NaN
15.875,92.875,NaN
15.875,93.125,NaN
15.875,93.375,NaN
15.875,93.625,NaN
15.875,93.875,NaN
15.875,94.125,NaN
15.875,94.375,5.56658268
15.875,94.625,4.824213505
15.875,94.875,3.582047939
15.875,95.125,NaN
15.875,95.375,2.942329168
15.875,95.625,4.26604414
15.875,95.875,NaN
15.875,96.125,NaN
15.875,96.375,NaN
15.875,96.625,NaN
15.875,96.875,NaN
15.875,97.125,NaN
15.875,97.375,NaN
15.875,97.625,NaN
15.875,97.875,3.355044603
15.875,98.125,3.29010272
15.875,98.375,3.39830327
15.875,98.625,4.088724613
15.875,98.875,4.193191051
15.875,99.125,4.18607235
15.875,99.375,3.835536242
15.875,99.625,3.636628151
15.875,99.875,3.659918547
15.875,100.125,3.568814278
15.875,100.375,3.485571623
15.875,100.625,3.325274467
15.875,100.875,3.576716185
16.125,65.125,NaN
16.125,65.375,NaN
16.125,65.625,NaN
16.125,65.875,NaN
16.125,66.125,NaN
16.125,66.375,NaN
16.125,66.625,NaN
16.125,66.875,NaN
16.125,67.125,NaN
16.125,67.375,NaN
16.125,67.625,NaN
16.125,67.875,NaN
16.125,68.125,NaN
16.125,68.375,NaN
16.125,68.625,NaN
16.125,68.875,NaN
16.125,69.125,NaN
16.125,69.375,NaN
16.125,69.625,NaN
16.125,69.875,NaN
16.125,70.125,NaN
16.125,70.375,NaN
16.125,70.625,NaN
16.125,70.875,NaN
16.125,71.125,NaN
16.125,71.375,NaN
16.125,71.625,NaN
16.125,71.875,NaN
16.125,72.125,NaN
16.125,72.375,NaN
16.125,72.625,NaN
16.125,72.875,NaN
16.125,73.125,8.07008934
16.125,73.375,7.674907207
16.125,73.625,3.403128862
16.125,73.875,3.546365976
16.125,74.125,3.431923389
16.125,74.375,3.451910973
16.125,74.625,3.71345067
16.125,74.875,3.453126907
16.125,75.125,2.988383055
16.125,75.375,3.008573771
16.125,75.625,2.752843857
16.125,75.875,2.678716421
16.125,76.125,2.845528841
16.125,76.375,2.996897936
16.125,76.625,2.717215776
16.125,76.875,2.471002579
16.125,77.125,2.408977032
16.125,77.375,1.788526773
16.125,77.625,1.634722352
16.125,77.875,1.979906201
16.125,78.125,2.016787529
16.125,78.375,2.306076527
16.125,78.625,2.315037727
16.125,78.875,2.901739359
16.125,79.125,2.47381711
16.125,79.375,2.835639
16.125,79.625,3.387308598
16.125,79.875,3.206206322
16.125,80.125,1.773699045
16.125,80.375,1.234136224
16.125,80.625,1.364936233
16.125,80.875,1.873082638
16.125,81.125,4.307587624
16.125,81.375,8.052976608
16.125,81.625,NaN
16.125,81.875,NaN
16.125,82.125,NaN
16.125,82.375,NaN
16.125,82.625,NaN
16.125,82.875,NaN
16.125,83.125,NaN
16.125,83.375,NaN
16.125,83.625,NaN
16.125,83.875,NaN
16.125,84.125,NaN
16.125,84.375,NaN
16.125,84.625,NaN
16.125,84.875,NaN
16.125,85.125,NaN
16.125,85.375,NaN
16.125,85.625,NaN
16.125,85.875,NaN
16.125,86.125,NaN
16.125,86.375,NaN
16.125,86.625,NaN
16.125,86.875,NaN
16.125,87.125,NaN
16.125,87.375,NaN
16.125,87.625,NaN
16.125,87.875,NaN
16.125,88.125,NaN
16.125,88.375,NaN
16.125,88.625,NaN
16.125,88.875,NaN
16.125,89.125,NaN
16.125,89.375,NaN
16.125,89.625,NaN
16.125,89.875,NaN
16.125,90.125,NaN
16.125,90.375,NaN
16.125,90.625,NaN
16.125,90.875,NaN
16.125,91.125,NaN
16.125,91.375,NaN
16.125,91.625,NaN
16.125,91.875,NaN
16.125,92.125,NaN
16.125,92.375,NaN
16.125,92.625,NaN
16.125,92.875,NaN
16.125,93.125,NaN
16.125,93.375,NaN
16.125,93.625,NaN
16.125,93.875,NaN
16.125,94.125,NaN
16.125,94.375,4.156165123
16.125,94.625,3.548010826
16.125,94.875,2.957591295
16.125,95.125,2.736246586
16.125,95.375,2.374353409
16.125,95.625,2.867001534
16.125,95.875,4.486309528
16.125,96.125,4.94133234
16.125,96.375,NaN
16.125,96.625,NaN
16.125,96.875,NaN
16.125,97.125,NaN
16.125,97.375,NaN
16.125,97.625,NaN
16.125,97.875,2.852528334
16.125,98.125,3.326019526
16.125,98.375,3.842025518
16.125,98.625,3.61024785
16.125,98.875,4.12410593
16.125,99.125,4.072309971
16.125,99.375,3.644307852
16.125,99.625,3.594508171
16.125,99.875,3.618847847
16.125,100.125,3.483503819
16.125,100.375,3.530845165
16.125,100.625,3.583207846
16.125,100.875,3.787147999
16.375,65.125,NaN
16.375,65.375,NaN
16.375,65.625,NaN
16.375,65.875,NaN
16.375,66.125,NaN
16.375,66.375,NaN
16.375,66.625,NaN
16.375,66.875,NaN
16.375,67.125,NaN
16.375,67.375,NaN
16.375,67.625,NaN
16.375,67.875,NaN
16.375,68.125,NaN
16.375,68.375,NaN
16.375,68.625,NaN
16.375,68.875,NaN
16.375,69.125,NaN
16.375,69.375,NaN
16.375,69.625,NaN
16.375,69.875,NaN
16.375,70.125,NaN
16.375,70.375,NaN
16.375,70.625,NaN
16.375,70.875,NaN
16.375,71.125,NaN
16.375,71.375,NaN
16.375,71.625,NaN
16.375,71.875,NaN
16.375,72.125,NaN
16.375,72.375,NaN
16.375,72.625,NaN
16.375,72.875,NaN
16.375,73.125,8.009120941
16.375,73.375,6.82744503
16.375,73.625,3.673254728
16.375,73.875,3.467891932
16.375,74.125,3.602103472
16.375,74.375,3.355377674
16.375,74.625,3.191534519
16.375,74.875,3.521136522
16.375,75.125,3.356020927
16.375,75.375,3.227850914
16.375,75.625,3.582345247
16.375,75.875,3.651854038
16.375,76.125,2.898074627
16.375,76.375,2.899414539
16.375,76.625,2.840716124
16.375,76.875,2.408644438
16.375,77.125,2.027897596
16.375,77.375,1.909084439
16.375,77.625,2.230451822
16.375,77.875,1.619463563
16.375,78.125,1.500330448
16.375,78.375,1.477431297
16.375,78.625,1.267244101
16.375,78.875,1.594147086
16.375,79.125,2.128205776
16.375,79.375,3.006493807
16.375,79.625,3.714437485
16.375,79.875,3.624233007
16.375,80.125,2.48599267
16.375,80.375,1.50141418
16.375,80.625,1.180911422
16.375,80.875,1.285607696
16.375,81.125,0.911256135
16.375,81.375,4.889288902
16.375,81.625,NaN
16.375,81.875,NaN
16.375,82.125,NaN
16.375,82.375,NaN
16.375,82.625,NaN
16.375,82.875,NaN
16.375,83.125,NaN
16.375,83.375,NaN
16.375,83.625,NaN
16.375,83.875,NaN
16.375,84.125,NaN
16.375,84.375,NaN
16.375,84.625,NaN
16.375,84.875,NaN
16.375,85.125,NaN
16.375,85.375,NaN
16.375,85.625,NaN
16.375,85.875,NaN
16.375,86.125,NaN
16.375,86.375,NaN
16.375,86.625,NaN
16.375,86.875,NaN
16.375,87.125,NaN
16.375,87.375,NaN
16.375,87.625,NaN
16.375,87.875,NaN
16.375,88.125,NaN
16.375,88.375,NaN
16.375,88.625,NaN
16.375,88.875,NaN
16.375,89.125,NaN
16.375,89.375,NaN
16.375,89.625,NaN
16.375,89.875,NaN
16.375,90.125,NaN
16.375,90.375,NaN
16.375,90.625,NaN
16.375,90.875,NaN
16.375,91.125,NaN
16.375,91.375,NaN
16.375,91.625,NaN
16.375,91.875,NaN
16.375,92.125,NaN
16.375,92.375,NaN
16.375,92.625,NaN
16.375,92.875,NaN
16.375,93.125,NaN
16.375,93.375,NaN
16.375,93.625,NaN
16.375,93.875,NaN
16.375,94.125,NaN
16.375,94.375,4.089686871
16.375,94.625,3.168460608
16.375,94.875,2.544812202
16.375,95.125,2.435035467
16.375,95.375,2.164773941
16.375,95.625,2.119073391
16.375,95.875,2.838408709
16.375,96.125,3.797227859
16.375,96.375,NaN
16.375,96.625,NaN
16.375,96.875,NaN
16.375,97.125,NaN
16.375,97.375,NaN
16.375,97.625,NaN
16.375,97.875,2.64612031
16.375,98.125,3.115078449
16.375,98.375,3.702838659
16.375,98.625,3.507530689
16.375,98.875,3.760142565
16.375,99.125,4.096922398
16.375,99.375,3.699076414
16.375,99.625,3.622308731
16.375,99.875,3.575164795
16.375,100.125,3.464295864
16.375,100.375,3.701435804
16.375,100.625,3.800606012
16.375,100.875,4.132254601
16.625,65.125,NaN
16.625,65.375,NaN
16.625,65.625,NaN
16.625,65.875,NaN
16.625,66.125,NaN
16.625,66.375,NaN
16.625,66.625,NaN
16.625,66.875,NaN
16.625,67.125,NaN
16.625,67.375,NaN
16.625,67.625,NaN
16.625,67.875,NaN
16.625,68.125,NaN
16.625,68.375,NaN
16.625,68.625,NaN
16.625,68.875,NaN
16.625,69.125,NaN
16.625,69.375,NaN
16.625,69.625,NaN
16.625,69.875,NaN
16.625,70.125,NaN
16.625,70.375,NaN
16.625,70.625,NaN
16.625,70.875,NaN
16.625,71.125,NaN
16.625,71.375,NaN
16.625,71.625,NaN
16.625,71.875,NaN
16.625,72.125,NaN
16.625,72.375,NaN
16.625,72.625,NaN
16.625,72.875,NaN
16.625,73.125,7.789272785
16.625,73.375,5.215612411
16.625,73.625,3.546364307
16.625,73.875,3.234677792
16.625,74.125,3.190729141
16.625,74.375,2.519156933
16.625,74.625,2.986893415
16.625,74.875,3.153642178
16.625,75.125,3.109015465
16.625,75.375,2.911823273
16.625,75.625,2.696709394
16.625,75.875,2.663670778
16.625,76.125,2.597164869
16.625,76.375,2.313263893
16.625,76.625,1.971864343
16.625,76.875,1.854231954
16.625,77.125,1.716835022
16.625,77.375,1.734836698
16.625,77.625,1.724920869
16.625,77.875,1.683502913
16.625,78.125,1.510064363
16.625,78.375,1.228597045
16.625,78.625,1.191774726
16.625,78.875,1.294290662
16.625,79.125,2.467850924
16.625,79.375,2.724594355
16.625,79.625,3.102798939
16.625,79.875,3.077359438
16.625,80.125,2.717479944
16.625,80.375,2.192421436
16.625,80.625,1.18403399
16.625,80.875,1.108356953
16.625,81.125,1.255187154
16.625,81.375,1.538565278
16.625,81.625,1.526564598
16.625,81.875,2.036571503
16.625,82.125,2.406843662
16.625,82.375,7.80470705
16.625,82.625,8.140277863
16.625,82.875,NaN
16.625,83.125,NaN
16.625,83.375,NaN
16.625,83.625,NaN
16.625,83.875,NaN
16.625,84.125,NaN
16.625,84.375,NaN
16.625,84.625,NaN
16.625,84.875,NaN
16.625,85.125,NaN
16.625,85.375,NaN
16.625,85.625,NaN
16.625,85.875,NaN
16.625,86.125,NaN
16.625,86.375,NaN
16.625,86.625,NaN
16.625,86.875,NaN
16.625,87.125,NaN
16.625,87.375,NaN
16.625,87.625,NaN
16.625,87.875,NaN
16.625,88.125,NaN
16.625,88.375,NaN
16.625,88.625,NaN
16.625,88.875,NaN
16.625,89.125,NaN
16.625,89.375,NaN
16.625,89.625,NaN
16.625,89.875,NaN
16.625,90.125,NaN
16.625,90.375,NaN
16.625,90.625,NaN
16.625,90.875,NaN
16.625,91.125,NaN
16.625,91.375,NaN
16.625,91.625,NaN
16.625,91.875,NaN
16.625,92.125,NaN
16.625,92.375,NaN
16.625,92.625,NaN
16.625,92.875,NaN
16.625,93.125,NaN
16.625,93.375,NaN
16.625,93.625,NaN
16.625,93.875,NaN
16.625,94.125,NaN
16.625,94.375,4.310575485
16.625,94.625,2.77216506
16.625,94.875,2.542583704
16.625,95.125,2.416213751
16.625,95.375,2.386555195
16.625,95.625,2.337939024
16.625,95.875,2.577952862
16.625,96.125,3.056059837
16.625,96.375,3.263037205
16.625,96.625,4.175037384
16.625,96.875,5.781423092
16.625,97.125,NaN
